Specialty,Division,Success_Count,Success_Count_History,Success_Count_Diff,Base_Score,Base_Score_History,Base_Score_Diff,Avg_Score,Avg_Score_History,Avg_Score_Diff,Top_5_Destination_Regions,Top_5_Competitive_Regions,National_Points_Range,National_Points_Range_History,National_Points_Range_Diff,Special_Category_Rate,Special_Category_Rate_History,Special_Category_Rate_Diff,Active_Regions_Rate,Active_Regions_Rate_History,Active_Regions_Rate_Diff,Leaving_Count,Leaving_Count_History,Leaving_Count_Diff,Top_5_Targeting_1st,Avg_Score_Applicants,Avg_Score_Applicants_History,Avg_Score_Applicants_Diff,Average_Preference_Count,Average_Preference_Count_History,Average_Preference_Count_Diff,Points_Entrance_Gap,Points_Entrance_Gap_History,Points_Entrance_Gap_Diff,Odds_of_Transfer,Odds_of_Transfer_History,Odds_of_Transfer_Diff,Waiting_List_Absolute,Waiting_List_Absolute_History,Waiting_List_Absolute_Diff
ΠΕ79.01,Δευτεροβάθμια Ειδικής,3,"{""2022"": 14, ""2023"": 6, ""2024"": 7, ""2025"": 6, ""2026"": 3}",-3.0,31.33,"{""2022"": 26.86, ""2023"": 28.56, ""2024"": 19.03, ""2025"": 46.07, ""2026"": 31.33}",-14.74,45.53,"{""2022"": 43.18, ""2023"": 48.84, ""2024"": 37.73, ""2025"": 58.48, ""2026"": 45.53}",-12.95,"{""Γ' ΑΘΗΝΑΣ"": 1, ""ΖΑΚΥΝΘΟΥ"": 1, ""ΠΙΕΡΙΑΣ"": 1}","{""ΠΙΕΡΙΑΣ"": 59.73, ""ΖΑΚΥΝΘΟΥ"": 31.33}",28.4,"{""2022"": 33.37, ""2023"": 32.11, ""2024"": 32.11, ""2025"": 24.97, ""2026"": 28.4}",3.43,33.33,"{""2022"": 0.0, ""2023"": 16.67, ""2024"": 14.29, ""2025"": 0.0, ""2026"": 33.33}",33.33,3.85,"{""2022"": 14.1, ""2023"": 6.41, ""2024"": 8.97, ""2025"": 7.69, ""2026"": 3.85}",-3.84,18,"{""2024"": 17, ""2025"": 17, ""2026"": 18}",1.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 3, ""ΛΑΡΙΣΑΣ"": 2, ""Γ' ΑΘΗΝΑΣ"": 2, ""ΠΙΕΡΙΑΣ"": 2, ""ΚΑΡΔΙΤΣΑΣ"": 2}",43.04,"{""2024"": 48.64, ""2025"": 47.69, ""2026"": 43.04}",-4.65,2.46,"{""2024"": 4.15, ""2025"": 3.29, ""2026"": 2.46}",-0.83,2.49,"{""2024"": -10.91, ""2025"": 10.79, ""2026"": 2.49}",-8.3,16.67,"{""2024"": 41.18, ""2025"": 35.29, ""2026"": 16.67}",-18.62,15,"{""2024"": 10, ""2025"": 11, ""2026"": 15}",4.0
ΠΕ80,Δευτεροβάθμια Ειδικής,20,"{""2022"": 24, ""2023"": 6, ""2024"": 8, ""2025"": 8, ""2026"": 20}",12.0,28.08,"{""2022"": 32.02, ""2023"": 40.52, ""2024"": 37.6, ""2025"": 52.35, ""2026"": 28.08}",-24.27,58.96,"{""2022"": 66.2, ""2023"": 55.24, ""2024"": 59.24, ""2025"": 78.69, ""2026"": 58.96}",-19.73,"{""ΗΡΑΚΛΕΙΟΥ"": 2, ""Α' ΜΑΓΝΗΣΙΑΣ"": 2, ""ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ"": 2, ""ΠΙΕΡΙΑΣ"": 2, ""Γ' ΑΘΗΝΑΣ"": 2}","{""ΙΩΑΝΝΙΝΩΝ"": 90.05, ""ΚΑΡΔΙΤΣΑΣ"": 85.2, ""ΠΙΕΡΙΑΣ"": 83.78, ""ΚΙΛΚΙΣ"": 66.47, ""Α' ΜΑΓΝΗΣΙΑΣ"": 62.3}",61.97,"{""2022"": 91.28, ""2023"": 52.02, ""2024"": 33.61, ""2025"": 73.66, ""2026"": 61.97}",-11.69,15.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 12.5, ""2026"": 15.0}",2.5,19.23,"{""2022"": 23.08, ""2023"": 7.69, ""2024"": 10.26, ""2025"": 10.26, ""2026"": 19.23}",8.97,54,"{""2024"": 30, ""2025"": 27, ""2026"": 54}",27.0,"{""ΛΑΡΙΣΑΣ"": 10, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 8, ""Α' ΠΕΙΡΑΙΑ"": 2, ""Β' ΑΘΗΝΑΣ"": 2, ""ΣΕΡΡΩΝ"": 2}",58.31,"{""2024"": 58.73, ""2025"": 63.59, ""2026"": 58.31}",-5.28,3.37,"{""2024"": 4.14, ""2025"": 4.89, ""2026"": 3.37}",-1.52,0.65,"{""2024"": 0.51, ""2025"": 15.1, ""2026"": 0.65}",-14.45,37.04,"{""2024"": 26.67, ""2025"": 29.63, ""2026"": 37.04}",7.41,34,"{""2024"": 22, ""2025"": 19, ""2026"": 34}",15.0
ΠΕ81,Δευτεροβάθμια Ειδικής,1,"{""2022"": 1, ""2023"": 0, ""2024"": 1, ""2025"": 0, ""2026"": 1}",1.0,64.07,"{""2022"": 96.24, ""2026"": 64.07}",-32.17,64.07,"{""2022"": 96.24, ""2026"": 64.07}",-32.17,"{""Α' ΜΑΓΝΗΣΙΑΣ"": 1}","{""Α' ΜΑΓΝΗΣΙΑΣ"": 64.07}",,{},,0.0,"{""2022"": 0.0, ""2024"": 100.0, ""2026"": 0.0}",,1.28,"{""2022"": 1.28, ""2023"": 0.0, ""2024"": 1.28, ""2025"": 0.0, ""2026"": 1.28}",1.28,4,"{""2024"": 2, ""2025"": 3, ""2026"": 4}",1.0,"{""Α' ΜΑΓΝΗΣΙΑΣ"": 1, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1, ""ΛΑΡΙΣΑΣ"": 1}",34.28,"{""2024"": 40.88, ""2025"": 34.55, ""2026"": 34.28}",-0.27,6.0,"{""2024"": 12.0, ""2025"": 8.0, ""2026"": 6.0}",-2.0,29.79,"{""2026"": 29.79}",,25.0,"{""2024"": 50.0, ""2025"": 0.0, ""2026"": 25.0}",25.0,3,"{""2024"": 1, ""2025"": 3, ""2026"": 3}",0.0
ΠΕ82,Δευτεροβάθμια Ειδικής,5,"{""2022"": 3, ""2023"": 3, ""2024"": 1, ""2025"": 1, ""2026"": 5}",4.0,29.78,"{""2022"": 26.9, ""2023"": 41.7, ""2024"": 17.82, ""2025"": 104.77, ""2026"": 29.78}",-74.99,38.68,"{""2022"": 44.49, ""2023"": 42.0, ""2024"": 17.82, ""2025"": 104.77, ""2026"": 38.68}",-66.09,"{""ΚΑΡΔΙΤΣΑΣ"": 2, ""ΗΜΑΘΙΑΣ"": 1, ""ΤΡΙΚΑΛΩΝ"": 1, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1}","{""ΤΡΙΚΑΛΩΝ"": 60.98, ""ΚΑΡΔΙΤΣΑΣ"": 34.32, ""ΗΜΑΘΙΑΣ"": 32.14, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 29.78}",31.2,"{""2022"": 23.11, ""2023"": 0.61, ""2026"": 31.2}",30.59,0.0,"{""2022"": 0.0, ""2023"": 33.33, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,5.13,"{""2022"": 2.56, ""2023"": 3.85, ""2024"": 1.28, ""2025"": 1.28, ""2026"": 5.13}",3.85,6,"{""2024"": 6, ""2025"": 8, ""2026"": 6}",-2.0,"{""ΤΡΙΚΑΛΩΝ"": 2, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 2, ""ΗΜΑΘΙΑΣ"": 1}",38.32,"{""2024"": 37.15, ""2025"": 45.99, ""2026"": 38.32}",-7.67,3.5,"{""2024"": 4.25, ""2025"": 5.29, ""2026"": 3.5}",-1.79,0.36,"{""2024"": -19.33, ""2025"": 58.78, ""2026"": 0.36}",-58.42,83.33,"{""2024"": 16.67, ""2025"": 12.5, ""2026"": 83.33}",70.83,1,"{""2024"": 5, ""2025"": 7, ""2026"": 1}",-6.0
ΠΕ83,Δευτεροβάθμια Ειδικής,6,"{""2022"": 3, ""2023"": 0, ""2024"": 1, ""2025"": 1, ""2026"": 6}",5.0,20.86,"{""2022"": 45.04, ""2024"": 106.39, ""2025"": 65.9, ""2026"": 20.86}",-45.04,48.4,"{""2022"": 59.81, ""2024"": 106.39, ""2025"": 65.9, ""2026"": 48.4}",-17.5,"{""Α' ΚΑΒΑΛΑΣ"": 1, ""ΠΕΛΛΑΣ"": 1, ""Α' ΜΑΓΝΗΣΙΑΣ"": 1, ""Β' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 1, ""ΦΘΙΩΤΙΔΑΣ"": 1}","{""Α' ΜΑΓΝΗΣΙΑΣ"": 123.1, ""ΠΕΛΛΑΣ"": 71.29, ""Α' ΚΑΒΑΛΑΣ"": 25.43, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 25.27, ""Β' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 24.44}",102.24,"{""2026"": 102.24}",,0.0,"{""2022"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,7.69,"{""2022"": 1.28, ""2023"": 0.0, ""2024"": 1.28, ""2025"": 1.28, ""2026"": 7.69}",6.41,7,"{""2024"": 7, ""2025"": 5, ""2026"": 7}",2.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 2, ""Α' ΜΑΓΝΗΣΙΑΣ"": 1, ""ΠΕΛΛΑΣ"": 1, ""ΣΕΡΡΩΝ"": 1, ""Β' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 1}",50.67,"{""2024"": 61.81, ""2025"": 63.22, ""2026"": 50.67}",-12.55,4.25,"{""2024"": 4.6, ""2025"": 4.5, ""2026"": 4.25}",-0.25,-2.27,"{""2024"": 44.58, ""2025"": 2.68, ""2026"": -2.27}",-4.95,85.71,"{""2024"": 14.29, ""2025"": 20.0, ""2026"": 85.71}",65.71,1,"{""2024"": 6, ""2025"": 4, ""2026"": 1}",-3.0
ΠΕ84,Δευτεροβάθμια Ειδικής,0,"{""2022"": 1, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,50.24,"{""2022"": 50.24}",,50.24,"{""2022"": 50.24}",,{},"{""ΗΡΑΚΛΕΙΟΥ"": 50.24}",,{},,,"{""2022"": 0.0}",,0.0,"{""2022"": 1.28, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,3,"{""2024"": 4, ""2025"": 4, ""2026"": 3}",-1.0,"{""Γ' ΑΘΗΝΑΣ"": 1, ""ΗΛΕΙΑΣ"": 1, ""Α' ΑΘΗΝΑΣ"": 1}",53.07,"{""2024"": 38.46, ""2025"": 44.5, ""2026"": 53.07}",8.57,4.0,"{""2024"": 2.5, ""2025"": 1.0, ""2026"": 4.0}",3.0,,{},,0.0,"{""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,3,"{""2024"": 4, ""2025"": 4, ""2026"": 3}",-1.0
ΠΕ85,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 1, ""2026"": 0}",-1.0,32.11,"{""2025"": 32.11}",,32.11,"{""2025"": 32.11}",,{},"{""ΡΟΔΟΠΗΣ"": 32.11}",,{},,,"{""2025"": 0.0}",,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 1.28, ""2026"": 0.0}",-1.28,0,"{""2024"": 0, ""2025"": 1, ""2026"": 0}",-1.0,{},26.11,"{""2025"": 26.11}",,1.0,"{""2025"": 1.0}",,6.0,"{""2025"": 6.0}",,100.0,"{""2025"": 100.0}",,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ86,Δευτεροβάθμια Ειδικής,25,"{""2022"": 25, ""2023"": 15, ""2024"": 18, ""2025"": 12, ""2026"": 25}",13.0,24.56,"{""2022"": 42.76, ""2023"": 44.44, ""2024"": 35.43, ""2025"": 46.76, ""2026"": 24.56}",-22.2,70.15,"{""2022"": 64.52, ""2023"": 89.3, ""2024"": 69.02, ""2025"": 67.28, ""2026"": 70.15}",2.87,"{""ΦΛΩΡΙΝΑΣ"": 2, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 2, ""ΗΡΑΚΛΕΙΟΥ"": 2, ""Α' ΚΑΒΑΛΑΣ"": 2, ""Α' ΑΘΗΝΑΣ"": 2}","{""ΑΧΑΙΑΣ"": 125.8, ""ΡΟΔΟΠΗΣ"": 115.6, ""ΠΕΛΛΑΣ"": 89.67, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 85.23, ""Α' ΜΑΓΝΗΣΙΑΣ"": 82.23}",101.24,"{""2022"": 62.04, ""2023"": 106.32, ""2024"": 98.41, ""2025"": 39.02, ""2026"": 101.24}",62.22,8.0,"{""2022"": 4.0, ""2023"": 13.33, ""2024"": 5.56, ""2025"": 16.67, ""2026"": 8.0}",-8.67,24.36,"{""2022"": 25.64, ""2023"": 11.54, ""2024"": 19.23, ""2025"": 12.82, ""2026"": 24.36}",11.54,58,"{""2024"": 50, ""2025"": 46, ""2026"": 58}",12.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 7, ""ΣΕΡΡΩΝ"": 5, ""ΛΑΡΙΣΑΣ"": 5, ""Α' ΜΑΓΝΗΣΙΑΣ"": 4, ""ΗΡΑΚΛΕΙΟΥ"": 4}",62.68,"{""2024"": 63.09, ""2025"": 64.24, ""2026"": 62.68}",-1.56,2.4,"{""2024"": 5.03, ""2025"": 3.14, ""2026"": 2.4}",-0.74,7.47,"{""2024"": 5.93, ""2025"": 3.04, ""2026"": 7.47}",4.43,43.1,"{""2024"": 36.0, ""2025"": 26.09, ""2026"": 43.1}",17.01,33,"{""2024"": 32, ""2025"": 34, ""2026"": 33}",-1.0
ΠΕ87.01,Δευτεροβάθμια Ειδικής,1,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 1}",1.0,111.9,"{""2026"": 111.9}",,111.9,"{""2026"": 111.9}",,"{""ΚΙΛΚΙΣ"": 1}","{""ΚΙΛΚΙΣ"": 111.9}",,{},,0.0,"{""2026"": 0.0}",,1.28,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 1.28}",1.28,1,"{""2024"": 0, ""2025"": 0, ""2026"": 1}",1.0,"{""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1}",111.86,"{""2026"": 111.86}",,2.0,"{""2026"": 2.0}",,0.04,"{""2026"": 0.04}",,100.0,"{""2026"": 100.0}",,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ87.02,Δευτεροβάθμια Ειδικής,2,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 2}",2.0,26.07,"{""2026"": 26.07}",,35.05,"{""2026"": 35.05}",,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1, ""Α' ΜΑΓΝΗΣΙΑΣ"": 1}","{""Α' ΜΑΓΝΗΣΙΑΣ"": 44.03, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 26.07}",17.96,"{""2026"": 17.96}",,0.0,"{""2026"": 0.0}",,2.56,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 2.56}",2.56,3,"{""2024"": 3, ""2025"": 1, ""2026"": 3}",2.0,"{""ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ"": 1, ""Α' ΜΑΓΝΗΣΙΑΣ"": 1}",30.8,"{""2024"": 40.2, ""2025"": 30.53, ""2026"": 30.8}",0.27,1.0,"{""2024"": 5.5, ""2025"": 1.0, ""2026"": 1.0}",0.0,4.25,"{""2026"": 4.25}",,66.67,"{""2024"": 0.0, ""2025"": 0.0, ""2026"": 66.67}",66.67,1,"{""2024"": 3, ""2025"": 1, ""2026"": 1}",0.0
ΠΕ87.03,Δευτεροβάθμια Ειδικής,0,"{""2022"": 1, ""2023"": 2, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,45.8,"{""2022"": 52.68, ""2023"": 45.8}",-6.88,48.86,"{""2022"": 52.68, ""2023"": 48.86}",-3.82,{},"{""Γ' ΑΘΗΝΑΣ"": 51.91, ""Α' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 45.8}",6.11,"{""2023"": 6.11}",,,"{""2022"": 0.0, ""2023"": 0.0}",,0.0,"{""2022"": 1.28, ""2023"": 2.56, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,1,"{""2024"": 1, ""2025"": 0, ""2026"": 1}",1.0,"{""Β' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 1}",59.57,"{""2024"": 54.26, ""2026"": 59.57}",5.31,1.0,"{""2024"": 1.0, ""2026"": 1.0}",0.0,,{},,0.0,"{""2024"": 0.0, ""2026"": 0.0}",0.0,1,"{""2024"": 1, ""2025"": 0, ""2026"": 1}",1.0
ΠΕ87.04,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ87.05,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ87.07,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ87.08,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,2,"{""2024"": 6, ""2025"": 1, ""2026"": 2}",1.0,"{""ΓΡΕΒΕΝΩΝ"": 1, ""ΗΡΑΚΛΕΙΟΥ"": 1}",28.78,"{""2024"": 29.59, ""2025"": 27.07, ""2026"": 28.78}",1.71,2.5,"{""2024"": 3.67, ""2025"": 11.0, ""2026"": 2.5}",-8.5,,{},,0.0,"{""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,2,"{""2024"": 6, ""2025"": 1, ""2026"": 2}",1.0
ΠΕ87.09,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 1, ""2026"": 0}",-1.0,30.25,"{""2025"": 30.25}",,30.25,"{""2025"": 30.25}",,{},"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 30.25}",,{},,,"{""2025"": 0.0}",,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 1.28, ""2026"": 0.0}",-1.28,0,"{""2024"": 1, ""2025"": 1, ""2026"": 0}",-1.0,{},28.25,"{""2024"": 23.61, ""2025"": 28.25}",4.64,9.0,"{""2024"": 2.0, ""2025"": 9.0}",7.0,2.0,"{""2025"": 2.0}",,100.0,"{""2024"": 0.0, ""2025"": 100.0}",100.0,0,"{""2024"": 1, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ87.10,Δευτεροβάθμια Ειδικής,0,"{""2022"": 0, ""2023"": 0, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,,{},,,{},,{},{},,{},,,{},,0.0,"{""2022"": 0.0, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,{},,{},,,{},,,{},,,{},,0,"{""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0
ΠΕ88.01,Δευτεροβάθμια Ειδικής,17,"{""2022"": 18, ""2023"": 12, ""2024"": 13, ""2025"": 8, ""2026"": 17}",9.0,17.0,"{""2022"": 22.52, ""2023"": 32.51, ""2024"": 15.65, ""2025"": 21.31, ""2026"": 17.0}",-4.31,47.29,"{""2022"": 54.74, ""2023"": 56.58, ""2024"": 53.82, ""2025"": 36.58, ""2026"": 47.29}",10.71,"{""ΧΑΛΚΙΔΙΚΗΣ"": 2, ""ΛΕΥΚΑΔΑΣ"": 2, ""Α' ΜΑΓΝΗΣΙΑΣ"": 2, ""ΦΘΙΩΤΙΔΑΣ"": 2, ""ΤΡΙΚΑΛΩΝ"": 1}","{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 110.0, ""Γ' ΔΩΔΕΚΑΝΗΣΟΥ"": 86.71, ""ΦΘΙΩΤΙΔΑΣ"": 63.11, ""ΧΑΛΚΙΔΙΚΗΣ"": 48.16, ""ΚΙΛΚΙΣ"": 43.98}",93.0,"{""2022"": 83.38, ""2023"": 65.61, ""2024"": 135.99, ""2025"": 32.3, ""2026"": 93.0}",60.7,0.0,"{""2022"": 5.56, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,16.67,"{""2022"": 20.51, ""2023"": 15.38, ""2024"": 15.38, ""2025"": 7.69, ""2026"": 16.67}",8.98,39,"{""2024"": 26, ""2025"": 25, ""2026"": 39}",14.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 11, ""ΦΘΙΩΤΙΔΑΣ"": 3, ""ΧΑΛΚΙΔΙΚΗΣ"": 2, ""ΠΕΛΛΑΣ"": 2, ""ΛΑΡΙΣΑΣ"": 2}",43.12,"{""2024"": 46.33, ""2025"": 43.54, ""2026"": 43.12}",-0.42,4.16,"{""2024"": 4.0, ""2025"": 3.11, ""2026"": 4.16}",1.05,4.17,"{""2024"": 7.49, ""2025"": -6.96, ""2026"": 4.17}",11.13,43.59,"{""2024"": 50.0, ""2025"": 32.0, ""2026"": 43.59}",11.59,22,"{""2024"": 13, ""2025"": 17, ""2026"": 22}",5.0
ΠΕ88.02,Δευτεροβάθμια Ειδικής,19,"{""2022"": 22, ""2023"": 10, ""2024"": 18, ""2025"": 8, ""2026"": 19}",11.0,10.37,"{""2022"": 36.9, ""2023"": 34.06, ""2024"": 25.86, ""2025"": 17.15, ""2026"": 10.37}",-6.78,42.68,"{""2022"": 62.52, ""2023"": 68.53, ""2024"": 68.01, ""2025"": 59.68, ""2026"": 42.68}",-17.0,"{""Α' ΜΑΓΝΗΣΙΑΣ"": 2, ""Δ' ΑΘΗΝΑΣ"": 2, ""ΚΑΣΤΟΡΙΑΣ"": 1, ""ΧΑΝΙΩΝ"": 1, ""Α' ΠΕΙΡΑΙΑ"": 1}","{""ΛΑΡΙΣΑΣ"": 120.5, ""ΣΕΡΡΩΝ"": 75.49, ""ΧΑΛΚΙΔΙΚΗΣ"": 74.74, ""ΠΙΕΡΙΑΣ"": 68.95, ""ΚΑΣΤΟΡΙΑΣ"": 54.58}",110.13,"{""2022"": 67.3, ""2023"": 96.32, ""2024"": 139.58, ""2025"": 87.03, ""2026"": 110.13}",23.1,5.26,"{""2022"": 4.55, ""2023"": 0.0, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 5.26}",5.26,21.79,"{""2022"": 25.64, ""2023"": 12.82, ""2024"": 19.23, ""2025"": 10.26, ""2026"": 21.79}",11.53,32,"{""2024"": 35, ""2025"": 29, ""2026"": 32}",3.0,"{""ΛΑΡΙΣΑΣ"": 5, ""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 4, ""ΣΕΡΡΩΝ"": 4, ""Β' ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ"": 2, ""Γ' ΑΘΗΝΑΣ"": 2}",45.11,"{""2024"": 63.11, ""2025"": 56.86, ""2026"": 45.11}",-11.75,3.61,"{""2024"": 3.15, ""2025"": 2.67, ""2026"": 3.61}",0.94,-2.43,"{""2024"": 4.9, ""2025"": 2.82, ""2026"": -2.43}",-5.25,59.38,"{""2024"": 51.43, ""2025"": 27.59, ""2026"": 59.38}",31.79,13,"{""2024"": 17, ""2025"": 21, ""2026"": 13}",-8.0
ΠΕ88.03,Δευτεροβάθμια Ειδικής,0,"{""2022"": 4, ""2023"": 1, ""2024"": 0, ""2025"": 0, ""2026"": 0}",0.0,49.84,"{""2022"": 18.57, ""2023"": 49.84}",31.27,49.84,"{""2022"": 52.84, ""2023"": 49.84}",-3.0,{},"{""ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ"": 49.84}",57.18,"{""2022"": 57.18}",,,"{""2022"": 0.0, ""2023"": 0.0}",,0.0,"{""2022"": 5.13, ""2023"": 1.28, ""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,3,"{""2024"": 1, ""2025"": 1, ""2026"": 3}",2.0,"{""Α' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1, ""Β' ΘΕΣΣΑΛΟΝΙΚΗΣ"": 1, ""ΠΙΕΡΙΑΣ"": 1}",27.38,"{""2024"": 46.31, ""2025"": 27.91, ""2026"": 27.38}",-0.53,2.67,"{""2024"": 2.0, ""2025"": 6.0, ""2026"": 2.67}",-3.33,,{},,0.0,"{""2024"": 0.0, ""2025"": 0.0, ""2026"": 0.0}",0.0,3,"{""2024"": 1, ""2025"": 1, ""2026"": 3}",2.0
